Interpret,Titel,Album,L‰nge,Jahr,Genre,Bewertung,Bitrate,Pfad,Medium
"Mokhito","Valentinka","VzrHitParOtRusRad","3:31",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\030. Mokhito - Valentinka.mp3",""
"Mokhito","Valentinka (Remix)","Vse Zvezdy 2011","3:31",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\077_Mokhito - Valentinka (Remix).mp3",""
"Solodukha Aleksandr","Varvara","Slezy lyubvi","3:04",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\28. Soloduha Aleksandr - Varvara.mp3",""
"Foedorova Oksana","Vdvoem","Slezy lyubvi","3:19",2011,"",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\16. Fyodorova Oksana - Vdvoem.mp3",""
"Gremull","Vdvoem","Vse Zvezdy 2011","2:57",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\137_Gremull - Vdvoem.mp3",""
"Mira","Vdykhaj menya","VzrHitParOtRusRad","3:35",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\061. Mira - Vdykhaj menya.mp3",""
"T-killah i Loya","Vernis","DiskKurort","3:28",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\169. T-killah i Loya - Vernis.mp3",""
"Ak$is","Vernis'","XXXLVes2011","4:36",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\64 Ak$is - Vernis'.mp3",""
"T-Killah i Loya","Vernis'","Vse Zvezdy 2011","3:27",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\037_T-Killah i Loya - Vernis'.mp3",""
"T-Killah i Loya","Vernis'","VzrHitParOtRusRad","3:27",2011,"Pop",80,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\170. T-Killah i Loya - Vernis'.mp3",""
"T-Killah & Loya","Vernis' (DJ Stylezz Remix)","Piratskaj stancij","6:24",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\021 T-Killah & Loya - Vernis' (DJ Stylezz Remix).mp3",""
"Zhenya Topol'","Veryu","Vse Zvezdy 2011","3:38",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\049_Zhenya Topol' - Veryu.mp3",""
"Alina Grosu","Vesennij dozhd'","VzrHitParOtRusRad","2:54",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\129. Alina Grosu - Vesennij dozhd'.mp3",""
"Alina Grosu","Vesennij Dozhd'","XXXLVes2011","2:56",2011,"Pop",50,192,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\17 Alina Grosu - Vesennij Dozhd'.mp3",""
"Gorod 312","Vesennyaya Moskva","LetoNaMuzTV","3:03",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\83 Gorod 312 - Vesennyaya Moskva.mp3",""
"Danko","Vesna","VzrHitParOtRusRad","3:34",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\006. Danko - Vesna.mp3",""
"Vopli Vidoplyasova","Vesna (DJ Ozeroff & DJ Sky Radio edit)","Piratskaj stancij","2:59",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\115 Vopli Vidoplyasova - Vesna (DJ Ozeroff & DJ Sky Radio edit).mp3",""
"Vegas","Vesna (Radio Mix)","LetoNaMuzTV","3:03",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\11 Vegas - Vesna (Radio Mix).mp3",""
"Khoper' Lala i Rozman Evgenij","Veter  leti","Slezy lyubvi","3:34",2011,"",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\07. Hoper Lala i Rozman Evgeniy - Veter  leti.mp3",""
"Shyma","Vetrami","LetoNaMuzTV","3:17",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\50 Shyma - Vetrami.mp3",""
"Ol'ga Naumova","Vinovata","XXXLVes2011","4:07",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\82 Ol'ga Naumova - Vinovata.mp3",""
"2Sunny","Vlastelin ognya","VzrHitParOtRusRad","3:13",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\188. 2Sunny - Vlastelin ognya.mp3",""
"Mikhail Bublik","Vmeste my obyazatelno budem","DiskKurort","3:47",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\185. Mikhail Bublik - Vmeste my obyazatelno budem.mp3",""
"Anna Semenovich","Vojna i mir","HitNastSummer","3:52",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\37.  Anna Semenovich - Vojna i mir .mp3",""
"Irakli","Vokrug Zemli","HitNastSummer","3:25",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\26.  Irakli - Vokrug Zemli .mp3",""
"Irakli","Vokrug Zemli","LetoNaMuzTV","3:34",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\77 Irakli - Vokrug Zemli.mp3",""
"Irakli","Vokrug zemli","VzrHitParOtRusRad","3:35",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\169. Irakli - Vokrug zemli.mp3",""
"Zhasmin I David","Vostochnoe Leto","XXXLVes2011","3:11",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\23 Zhasmin I David - Vostochnoe Leto.mp3",""
"Bujnov Aleksandr","Vot i konchilos. leto","Slezy lyubvi","4:57",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\40. Buynov Aleksandr - Vot i konchilos. leto.mp3",""
"Rubezhov Andrej","Vot i leto","Slezy lyubvi","3:49",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\60. Rubezhov Andrey - Vot i leto.mp3",""
"Shura","Vozdushnye Shary","XXXLVes2011","3:43",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\59 Shura - Vozdushnye Shary.mp3",""
"Stasya","Vozdushnyj Zmej","VzrHitParOtRusRad","3:25",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\035. Stasya - Vozdushnyj Zmej.mp3",""
"Cimmermann Klim","Vremya","Slezy lyubvi","3:26",2011,"",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\76. CZimmermann Klim - Vremya.mp3",""
"Kirkorov Filipp","Vremya lyubit.","Slezy lyubvi","3:34",2011,"",60,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\06. Kirkorov Filipp - Vremya lyubit..mp3",""
"Gradusy","Vremya moe","VzrHitParOtRusRad","3:46",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\002. Gradusy - Vremya moe.mp3",""
"D. Majdanov","Vremya Narkotik (Dj Stack Full Extended Remix)","XXXLVes2011","5:01",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\18 D. Majdanov - Vremya Narkotik (Dj Stack Full Extended Remix).mp3",""
"Hi-Fi","Vremya ne vlastno","DiskKurort","3:46",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\125. Hi-Fi - Vremya ne vlastno.mp3",""
"Hi-Fi feat. 3XL PRO","Vremya ne vlastno","VzrHitParOtRusRad","4:06",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\131. Hi-Fi feat. 3XL PRO - Vremya ne vlastno.mp3",""
"M Fomin","Vremya Ne Vlastno","HitNastSummer","3:26",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\14.  M Fomin - Vremya Ne Vlastno .mp3",""
"Komissar","Vse  vse","Slezy lyubvi","4:05",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\72. Komissar - Vse  vse.mp3",""
"M. Fomin","Vse Budet Khorosho","XXXLVes2011","3:48",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\80 M. Fomin - Vse Budet Khorosho.mp3",""
"Mitya Fomin","Vse budet khorosho","DiskKurort","4:19",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\127. Mitya Fomin - Vse budet khorosho.mp3",""
"Aslan Guseinov","Vse nachnem po novoi","DiskKurort","3:33",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\049. Aslan Guseinov - Vse nachnem po novoi.mp3",""
"Karina Koks","Vse resheno","HitNastSummer","3:35",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\23.  Karina Koks - Vse resheno .mp3",""
"Ika","Vybirai","DiskKurort","3:10",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\167. Ika - Vybirai.mp3",""
"Nyusha","Vybirat' Chudo","LetoNaMuzTV","4:24",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\10 Nyusha - Vybirat' Chudo.mp3",""
"Potap i Nastya Kamenskikh","Vykrutasy","VzrHitParOtRusRad","3:11",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\142. Potap i Nastya Kamenskikh - Vykrutasy.mp3",""
"Angel-A","Vypusknoi Vecher","DiskKurort","3:37",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\181. Angel-A - Vypusknoi Vecher.mp3",""
"Glyuk'Oza","Vzmah (Remix)","Piratskaj stancij","3:39",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\065 Glyuk'Oza - Vzmakh (Remix).mp3",""
"Glyukoza","Vzmakh","HitNastSummer","3:40",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\70.  Glyukoza - Vzmakh .mp3",""
"Glyukoza","Vzmakh","VzrHitParOtRusRad","3:39",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\156. Glyukoza - Vzmakh.mp3",""
"Myah Marie","Want It Or Not","Vse Zvezdy 2011","2:43",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\134_Myah Marie - Want It Or Not.mp3",""
"Joachim Garraud feat. Poet","We Are The Future (Marco G & Joachim Garraud Remix)","Piratskaj stancij","6:43",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\004 Joachim Garraud feat. Poet - We Are The Future (Marco G & Joachim Garraud Remix).mp3",""
"Yolanda Be Cool & DCUP","We No Speak Americano","DiskKurort","4:29",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\188. Yolanda Be Cool & DCUP - We No Speak Americano.mp3",""
"Avril Lavigne","What The Hell (Bimbo Jones Radio Edit)","Piratskaj stancij","4:09",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\046 Avril Lavigne - What The Hell (Bimbo Jones Radio Edit).mp3",""
"Miley Cyrus","Who Owns My Heart","DiskKurort","3:34",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\116. Miley Cyrus - Who Owns My Heart.mp3",""
"Miley Cyrus","Who Owns My Heart","Vse Zvezdy 2011","3:33",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\034_Miley Cyrus - Who Owns My Heart.mp3",""
"David Guetta feat. Rihanna","Who&apos;s That Chick (Radio Edit)","Vse Zvezdy 2011","2:45",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\074_David Guetta feat. Rihanna - Who&apos;s That Chick (Radio Edit).mp3",""
"David Guetta & Rihanna","Whos That Chic","DiskKurort","3:14",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\048. David Guetta & Rihanna - Whos That Chic.mp3",""
"Soo Bo feat. Tee Webb","Wild Horses (Radio Edit)","Vse Zvezdy 2011","3:22",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\154_Soo Bo feat. Tee Webb - Wild Horses (Radio Edit).mp3",""
"Egor Sesarev & Dj Anton Liss","With You (Extended mix)","Piratskaj stancij","5:31",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\013 Egor Sesarev & Dj Anton Liss - With You (Extended mix).mp3",""
"Ocean Drive & DJ Oriska","Without You","DiskKurort","3:19",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\138. Ocean Drive & DJ Oriska - Without You.mp3",""
"Hurts","Wonderful Life","DiskKurort","4:25",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\194. Hurts - Wonderful Life.mp3",""
"Masters at Work","Work","DiskKurort","2:48",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\190. Masters at Work - Work.mp3",""
"Tinie Tempah","Written In The Stars","DiskKurort","3:27",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\172. Tinie Tempah - Written In The Stars.mp3",""
"Gradusy","Ya Bol'she Nikogda","LetoNaMuzTV","4:06",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\79 Gradusy - Ya Bol'she Nikogda.mp3",""
"Timati","Ya budu zhdat'","VzrHitParOtRusRad","4:49",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\144. Timati - Ya budu zhdat'.mp3",""
"Timati","Ya Budu Zhdat'","XXXLVes2011","4:47",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\63 Timati - Ya Budu Zhdat'.mp3",""
"O. Pochepa","Ya Derzhus' Za Tebya","XXXLVes2011","3:13",2011,"Pop",20,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\21 O. Pochepa - Ya Derzhus' Za Tebya.mp3",""
"Aed R.Ae.J. Rodionov","Ya i ty","VzrHitParOtRusRad","3:55",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\036. Aed R.Ae.J. Rodionov - Ya i ty.mp3",""
"Slava I S P'ekha","Ya I Ty","HitNastSummer","3:46",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\36.  Slava I S P'ekha - Ya I Ty .mp3",""
"Slava I S. P'ekha","Ya I Ty","LetoNaMuzTV","3:46",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\31 Slava I S. P'ekha - Ya I Ty.mp3",""
"Slava i Stas P'ekha","Ya i ty","Vse Zvezdy 2011","3:46",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\023_Slava i Stas P'ekha - Ya i ty.mp3",""
"Gilles Luka ft.Nyusha","Ya khochu k tebe","DiskKurort","3:30",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\135. Gilles Luka ft.Nyusha - Ya khochu k tebe.mp3",""
"Gilles Luka feat. Nyusha","Ya Khochu K Tebe (Radio Edit)","LetoNaMuzTV","3:29",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\28 Gilles Luka feat. Nyusha - Ya Khochu K Tebe (Radio Edit).mp3",""
"Chelsi","Ya Lyublyu","HitNastSummer","3:27",2011,"Pop",50,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\15.  Chelsi - Ya Lyublyu .mp3",""
"Chelsi","Ya lyublyu","Vse Zvezdy 2011","3:27",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\031_Chelsi - Ya lyublyu.mp3",""
"Chelsi","Ya lyublyu","VzrHitParOtRusRad","3:27",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\115. Chelsi - Ya lyublyu.mp3",""
"Irina Bilyk i Ol'ga Gorbacheva","Ya lyublyu ego (Remix)","HitNastSummer","4:09",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\16.  Irina Bilyk i Ol'ga Gorbacheva - Ya lyublyu ego (Remix) .mp3",""
"Gillera","Ya Lyublyu Tebya","VzrHitParOtRusRad","4:03",2011,"Pop",50,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\076. Gillera - Ya Lyublyu Tebya.mp3",""
"Ruki Vverkh!","Ya Ne Otdam Tebya Nikomu (Insomnia Radio Mix)","Piratskaj stancij","4:07",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\085 Ruki Vverkh! - Ya Ne Otdam Tebya Nikomu (Insomnia Radio Mix).mp3",""
"Golubev Oleg","YA ne zabudu","Slezy lyubvi","4:06",2011,"",30,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\38. Golubev Oleg - YA ne zabudu.mp3",""
"Leush Lyubich","Ya odin ty odna","VzrHitParOtRusRad","3:32",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\052. Leush Lyubich - Ya odin ty odna.mp3",""
"Blue Affair & Sasha Dith Feat. Carlprit","Ya odna","DiskKurort","2:57",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\105. Blue Affair & Sasha Dith Feat. Carlprit - Ya odna.mp3",""
"Mika N'yuton","Ya Ot Tebya Vzletayu (Madonna)","MuzDlyaMol4","3:29",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\47 Mika N'yuton - Ya Ot Tebya Vzletayu (Madonna).mp3",""
"Mika N'yuton","Ya Ot Tebya Vzletayu (Madonna)","SamSHikNaPer","3:29",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\47 Mika N'yuton - Ya Ot Tebya Vzletayu (Madonna).mp3",""
"Olya Cibul'skaya","Ya Otpuskayu Tebya","LetoNaMuzTV","3:23",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\44 Olya Cibul'skaya - Ya Otpuskayu Tebya.mp3",""
"Katya Chekhova","Ya Posylayu Kod","LetoNaMuzTV","4:09",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\26 Katya Chekhova - Ya Posylayu Kod.mp3",""
"D. Bilan","Ya Prosto Lyublyu","LetoNaMuzTV","4:18",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\03 D. Bilan - Ya Prosto Lyublyu.mp3",""
"Dima Bilan","Ya prosto lyublyu tebya","DiskKurort","4:19",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\107. Dima Bilan - Ya prosto lyublyu tebya.mp3",""
"Dima Bilan","Ya prosto lyublyu tebya","VzrHitParOtRusRad","4:18",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\021. Dima Bilan - Ya prosto lyublyu tebya.mp3",""
"Dima Bilan","Ya prosto lyublyu tebya (DJ DreamTim Official Radio Remix)","Piratskaj stancij","3:05",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\127 Dima Bilan - Ya prosto lyublyu tebya (DJ DreamTim Official Radio Remix).mp3",""
"Dima Bilan","Ya Prosto Lyublyu Tebya (DJ DreamTim Official Radio Remix)","Vse Zvezdy 2011","3:05",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\017_Dima Bilan - Ya Prosto Lyublyu Tebya (DJ DreamTim Official Radio Remix).mp3",""
"D Bilan","Ya Prosto Lyublyu Tebya (DJ Fisun & I-Dea Re)","HitNastSummer","2:54",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\47.  D Bilan - Ya Prosto Lyublyu Tebya (DJ Fisun & I-Dea Re) .mp3",""
"Planeta let","YA s toboy","Slezy lyubvi","3:42",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\64. Planeta leto - YA s toboy.mp3",""
"Faktor-2","Ya tak ustal","Vse Zvezdy 2011","4:33",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\151_Faktor-2 - Ya tak ustal.mp3",""
"Propaganda","Ya takaya","VzrHitParOtRusRad","2:58",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\149. Propaganda - Ya takaya.mp3",""
"Propaganda","Ya Takaya (Dance Version)","LetoNaMuzTV","3:47",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\00 Propaganda - Ya Takaya (Dance Version).mp3",""
"Propaganda","Ya Takaya (Sax Version)","XXXLVes2011","2:59",2011,"Pop",60,320,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\53 Propaganda - Ya Takaya (Sax Version).mp3",""
"Propaganda","Ya Takaya (VenevitinoV Remix)","Piratskaj stancij","3:02",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\041 Propaganda - Ya Takaya (VenevitinoV Remix).mp3",""
"Hi-Fi","Ya tam","LetoNaMuzTV","3:40",2011,"Pop",30,160,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\01 Hi-Fi - Ya tam.mp3",""
"Hi-Fi","Ya Tam","MuzDlyaMol4","3:40",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\MuzDlyaMol4\84 Hi-Fi - Ya Tam.mp3",""
"Hi-Fi","Ya Tam","SamSHikNaPer","3:40",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\SamSHikNaPer\94 Hi-Fi - Ya Tam.mp3",""
"Dj Alexey Romeo Feat. Jwell","Ya Tebe Odnoj Obeschayu (Keyton.Dj Radio Mix)","XXXLVes2011","3:42",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\XXXLVes2011\60 Dj Alexey Romeo Feat. Jwell - Ya Tebe Odnoj Obeschayu (Keyton.Dj Radio Mix).mp3",""
"Movetown","Ya tebya lyublyu","DiskKurort","3:27",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\195. Movetown - Ya tebya lyublyu.mp3",""
"Ranetki","Ya Tebya Najdu","LetoNaMuzTV","3:07",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\99 Ranetki - Ya Tebya Najdu.mp3",""
"Ranetki","Ya tebya najdu","VzrHitParOtRusRad","3:08",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\154. Ranetki - Ya tebya najdu.mp3",""
"Alsu","Ya Tebya Ne Pridumala","HitNastSummer","3:04",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\85.  Alsu - Ya Tebya Ne Pridumala .mp3",""
"Fabrika","Ya tebya zaceluyu","HitNastSummer","2:59",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\30.  Fabrika - Ya tebya zaceluyu .mp3",""
"Fabrika","Ya tebya zaceluyu","VzrHitParOtRusRad","2:59",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\054. Fabrika - Ya tebya zaceluyu.mp3",""
"Quest Pistols","Ya tvoi narkotik","DiskKurort","3:05",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\037. Quest Pistols - Ya tvoi narkotik.mp3",""
"Slava Anisimov","YA tvoy angel","Slezy lyubvi","3:46",2011,"Pop",40,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\57. Slava Anisimov - YA tvoy angel.mp3",""
"Virus!","Ya Ubegayu","LetoNaMuzTV","3:40",2011,"Pop",30,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\38 Virus! - Ya Ubegayu.mp3",""
"Sveta","Ya Uletela","LetoNaMuzTV","3:14",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\LetoNaMuzTV\74 Sveta - Ya Uletela.mp3",""
"Sveta","Ya uletela","Vse Zvezdy 2011","3:14",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\045_Sveta - Ya uletela.mp3",""
"Sveta","Ya uletela","VzrHitParOtRusRad","3:14",2011,"Pop",70,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\182. Sveta - Ya uletela.mp3",""
"Jasper Forks","Ya Veryu tebe","DiskKurort","3:04",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\179. Jasper Forks - Ya Veryu tebe.mp3",""
"Vera Brezhneva","Ya zdes'","HitNastSummer","4:10",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\88.  Vera Brezhneva - Ya zdes' .mp3",""
"Vera Brezhneva","Ya zdes'","VzrHitParOtRusRad","4:10",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\VzrHitParOtRusRad\190. Vera Brezhneva - Ya zdes'.mp3",""
"Skok Alena","Yagodka","Slezy lyubvi","3:41",2011,"Pop",70,256,"K:\studio\musik\2011\_lat\_pop\Slezy_lubvi\53. Skok Alena - YAgodka.mp3",""
"Jay Sean & Karl Wolf feat. Radhika Vekaria","Yalla Asia","Vse Zvezdy 2011","3:19",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\060_Jay Sean &amp; Karl Wolf feat. Radhika Vekaria - Yalla Asia.mp3",""
"In' - Yan","Yan - Ne Otpuskaj Moej Ruki","HitNastSummer","3:45",2011,"Pop",60,256,"K:\studio\musik\2011\_lat\_pop\HitNastSummer\07.  In' - Yan - Ne Otpuskaj Moej Ruki .mp3",""
"Diskoteka Avariya","Yayca (DJ Bee Club Remix 2011)","Piratskaj stancij","5:11",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\109 Diskoteka Avariya - Yajca (DJ Bee Club Remix 2011).mp3",""
"Chris Brown","Yeah 3x (Abe Clements Club Remix)","Piratskaj stancij","5:39",2011,"Pop",20,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\110 Chris Brown - Yeah 3x (Abe Clements Club Remix).mp3",""
"Tom Boxer feat. Catherine Cassidy","You (Radio Edit)","Vse Zvezdy 2011","3:25",2011,"Pop",60,128,"K:\studio\musik\2011\_lat\_pop\Vse_Zvezdi\066_Tom Boxer feat. Catherine Cassidy - You (Radio Edit).mp3",""
"Bobina & Betsie Larkin","You Belong To Me","DiskKurort","4:57",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\DiskKurort\034. Bobina & Betsie Larkin - You Belong To Me.mp3",""
"Pulsedriver","You Take Me Away (The Fource Mix)","Piratskaj stancij","5:33",2011,"Pop",40,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\084 Pulsedriver - You Take Me Away (The Fource Mix).mp3",""
"Alex C","Your've Gots The Sweetest Ass In The World (Puma Scorz Club Edit 2011)","Piratskaj stancij","3:52",2011,"Pop",30,128,"K:\studio\musik\2011\_lat\_pop\Piratskaj stancij\058 Alex C - Your've Gots The Sweetest Ass In The World (Puma Scorz Club Edit 2011).mp3",""
